# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S0"	"LabConvTra"	2	1	4	1	0	2	3	0	4	136.106503482722	159.07264581549	26.3382987119257	4.47851
2	"P4082W"	"S0"	"AgrCons"	2	2	4	2	2	1	2	2	1	227.955908251023	120.107731269742	28.0623979750089	4.47736733333334
3	"P4082W"	"S0"	"LabCeroMin"	2	0	4	1	2	1	2	1	1	26.555090640476	122.234439315847	3.98971096146852	4.14068166666667
4	"OTRAS"	"S0"	"LabCeroMin"	1	2	0	0	3	2	0	2	0	222.775592073379	77.0730772961769	130.153866601177	3.77218238095238
5	"OTRAS"	"S0"	"LabCeroMin"	1	2	1	0	0	0	3	3	1	99.1587242451403	77.6643164714007	73.9120337879285	3.56025438095238
6	"DEKAL"	"S0"	"LabCeroMin"	2	1	1	1	2	2	0	3	4	136.106503482722	120.107731269742	26.3382987119257	4.63187633333334
7	"DEKAL"	"S0"	"LabCeroMin"	2	1	1	1	2	2	0	3	4	136.106503482722	120.107731269742	26.3382987119257	4.63187633333334
8	"DEKAL"	"S0"	"LabCeroMin"	2	1	1	1	2	2	0	3	4	136.106503482722	120.107731269742	26.3382987119257	4.63187633333334
9	"DEKAL"	"S0"	"LabCeroMin"	2	1	1	1	2	2	0	3	4	136.106503482722	120.107731269742	26.3382987119257	4.63187633333334
10	"DEKAL"	"S0"	"AgrCons"	2	1	1	1	2	2	0	3	4	227.955908251023	126.444015795737	28.0623979750089	4.64375566666667
11	"DEKAL"	"S0"	"AgrCons"	2	1	1	1	2	2	0	3	4	227.955908251023	126.444015795737	28.0623979750089	4.64375566666667
12	"DEKAL"	"S1"	"LabConvTra"	3	2	1	1	2	2	0	3	4	136.106503482722	126.444015795737	26.3382987119257	4.74264066666667
13	"DEKAL"	"S1"	"LabConvTra"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	26.3382987119257	4.808789
14	"DEKAL"	"S1"	"LabConvTra"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	106.99201914249	4.91580771428571
15	"DEKAL"	"S1"	"LabConvTra"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	106.99201914249	4.91580771428571
16	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
17	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
18	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
19	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
20	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
21	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
22	"DEKAL"	"S1"	"LabCeroMin"	3	2	3	1	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.91966438095238
23	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
24	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
25	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
26	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
27	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
28	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
29	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
30	"DEKAL"	"S1"	"LabCeroMin"	3	1	3	2	2	2	0	3	4	136.106503482722	122.234439315847	82.0229899836704	4.94806438095238
