# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
2	"DEKAL"	"S0"	"LabCeroMin"	0	1	4	2	0	1	0	3	4	26.0279161223583	135.026035852134	43.495922209695	4.947041
3	"P4082W"	"S0"	"LabConvTra"	3	1	0	0	1	0	2	1	4	12.8147987031471	35.7650388818281	81.4899110351689	4.397458
4	"CRIOLLO"	"S1"	"AgrCons"	3	2	0	1	2	1	1	2	1	150.195321938125	172.057732771733	95.5896873492748	3.9006865
5	"CRIOLLO"	"S1"	"LabConvTra"	2	0	0	2	0	2	3	3	2	101.018942339923	44.8302775769122	118.08501505293	3.83938283333333
6	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
7	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
8	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
9	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
10	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
11	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
12	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	2	1	1	1	0	0	138.896766503686	151.404415285066	127.386906661559	4.99810833333333
13	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	0	1	1	1	3	0	228.959539974984	140.519063662528	43.495922209695	5.03785133333333
14	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	0	1	1	1	3	0	228.959539974984	140.519063662528	43.495922209695	5.03785133333333
15	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	0	1	1	1	3	0	228.959539974984	140.519063662528	43.495922209695	5.03785133333333
16	"DEKAL"	"S1"	"LabCeroMin"	4	0	4	0	0	2	0	2	0	228.959539974984	128.109064108976	43.495922209695	5.09401633333333
17	"DEKAL"	"S1"	"LabCeroMin"	4	1	4	0	1	1	3	2	2	228.959539974984	128.109064108976	43.495922209695	5.15141766666666
18	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	1	3	3	2	228.959539974984	159.33108671858	43.495922209695	5.17425233333333
19	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	1	3	3	2	228.959539974984	159.33108671858	43.495922209695	5.17425233333333
20	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	1	3	3	2	228.959539974984	159.33108671858	43.495922209695	5.17425233333333
21	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	1	3	3	2	228.959539974984	159.33108671858	43.495922209695	5.17425233333333
22	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	1	3	3	2	228.959539974984	159.33108671858	43.495922209695	5.17425233333333
23	"DEKAL"	"S1"	"LabConvTra"	2	0	4	0	1	1	0	3	2	228.959539974984	159.33108671858	43.495922209695	5.21105066666666
24	"DEKAL"	"S1"	"LabConvTra"	2	0	4	0	1	1	0	3	2	228.959539974984	159.33108671858	43.495922209695	5.21105066666666
25	"DEKAL"	"S1"	"LabConvTra"	2	0	4	0	1	1	0	3	2	228.959539974984	159.33108671858	43.495922209695	5.21105066666666
26	"DEKAL"	"S1"	"AgrCons"	1	1	4	0	1	1	0	2	2	228.959539974984	159.33108671858	43.495922209695	5.22727199999999
27	"DEKAL"	"S1"	"AgrCons"	1	1	4	0	1	1	0	2	2	228.959539974984	159.33108671858	43.495922209695	5.22727199999999
28	"DEKAL"	"S1"	"AgrCons"	1	1	4	0	1	1	0	2	2	228.959539974984	159.33108671858	43.495922209695	5.22727199999999
29	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	0	0	3	4	228.959539974984	159.33108671858	122.989110031631	5.28340133333333
30	"DEKAL"	"S1"	"LabConvTra"	1	1	4	0	1	0	0	3	4	228.959539974984	159.33108671858	122.989110031631	5.28340133333333
