# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S0"	"AgrCons"	0	2	3	2	1	2	0	0	3	36.5691747717932	116.424141897499	103.55641557835	4.352894
2	"OTRAS"	"S0"	"AgrCons"	1	1	2	2	2	1	0	3	4	66.1638377119042	102.138278625691	75.1545606181026	4.11569614285714
3	"OTRAS"	"S0"	"AgrCons"	0	2	4	2	3	0	1	3	1	157.360941272723	140.9542433808	5.48906765179709	4.03859766666667
4	"OTRAS"	"S1"	"LabConvTra"	4	2	3	1	1	0	2	2	2	37.8190061168466	29.4034018859547	66.5926402201876	3.55567114285714
5	"CRIOLLO"	"S1"	"LabCeroMin"	4	0	1	2	3	2	3	1	4	205.752080681697	55.4224327194225	86.4600723842159	3.48311980952381
6	"P4082W"	"S0"	"AgrCons"	0	2	3	2	1	2	0	0	3	36.5691747717932	116.424141897499	103.55641557835	4.352894
7	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
8	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
9	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
10	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
11	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
12	"P4082W"	"S1"	"LabConvTra"	4	2	3	2	1	0	0	0	4	125.547671258552	100.937350318301	103.55641557835	4.74442866666667
13	"P4082W"	"S1"	"AgrCons"	3	2	3	0	1	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.77299666666667
14	"P4082W"	"S1"	"AgrCons"	3	2	3	0	1	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.77299666666667
15	"P4082W"	"S1"	"AgrCons"	3	2	3	0	1	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.77299666666667
16	"P4082W"	"S1"	"AgrCons"	3	2	3	0	1	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.77299666666667
17	"DEKAL"	"S1"	"AgrCons"	4	2	3	0	1	0	0	0	3	125.547671258552	94.9077875426551	145.204994967207	4.88208333333333
18	"DEKAL"	"S1"	"AgrCons"	4	2	3	0	1	0	0	0	3	125.547671258552	94.9077875426551	145.204994967207	4.88208333333333
19	"DEKAL"	"S1"	"AgrCons"	4	1	3	0	1	2	0	0	3	125.547671258552	94.9077875426551	103.55641557835	4.93332866666667
20	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
21	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
22	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
23	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
24	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
25	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
26	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
27	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
28	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
29	"DEKAL"	"S1"	"LabConvTra"	4	1	3	2	2	0	0	0	3	125.547671258552	100.937350318301	103.55641557835	4.98720666666667
30	"DEKAL"	"S1"	"AgrCons"	1	0	3	2	3	0	0	0	3	125.547671258552	132.596833343352	21.6648045228794	5.040928
