# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
2	"P4082W"	"S0"	"LabCeroMin"	3	0	3	0	2	0	0	3	2	249.909742582105	158.969619472306	72.4482763325796	4.68085333333333
3	"P4082W"	"S1"	"LabCeroMin"	2	1	0	0	0	1	1	2	0	226.654609419759	103.690863157427	122.30227830587	4.53192866666667
4	"CRIOLLO"	"S1"	"LabConvTra"	2	1	2	1	0	2	3	2	1	240.190654460108	51.3196711619059	98.4986658208072	4.18233783333333
5	"P4082W"	"S0"	"LabCeroMin"	4	1	0	1	1	2	1	2	1	109.390182403401	65.1589561340306	15.7350967987441	4.16285133333334
6	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
7	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
8	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
9	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
10	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
11	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
12	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
13	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
14	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
15	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	0	0	1	4	184.321034093536	93.1288954840135	141.49087696569	4.930073
16	"DEKAL"	"S1"	"LabConvTra"	0	0	0	0	2	1	0	2	4	184.321034093536	158.969619472306	141.49087696569	5.00251666666667
17	"DEKAL"	"S1"	"LabConvTra"	0	0	0	0	2	1	0	2	4	184.321034093536	158.969619472306	141.49087696569	5.00251666666667
18	"DEKAL"	"S1"	"LabConvTra"	0	0	0	0	2	1	0	2	4	184.321034093536	158.969619472306	141.49087696569	5.00251666666667
19	"DEKAL"	"S1"	"LabConvTra"	0	0	0	0	2	1	0	2	4	184.321034093536	158.969619472306	141.49087696569	5.00251666666667
20	"DEKAL"	"S1"	"LabConvTra"	0	0	0	0	2	1	0	2	4	184.321034093536	158.969619472306	141.49087696569	5.00251666666667
21	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	63.5122200124897	5.01498533333333
22	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	63.5122200124897	5.01498533333333
23	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	63.5122200124897	5.01498533333333
24	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	63.5122200124897	5.01498533333333
25	"DEKAL"	"S1"	"LabConvTra"	3	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	63.5122200124897	5.01498533333333
26	"DEKAL"	"S1"	"LabConvTra"	0	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	141.49087696569	5.07237233333333
27	"DEKAL"	"S1"	"LabConvTra"	0	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	141.49087696569	5.07237233333333
28	"DEKAL"	"S1"	"LabConvTra"	0	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	141.49087696569	5.07237233333333
29	"DEKAL"	"S1"	"LabConvTra"	0	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	141.49087696569	5.07237233333333
30	"DEKAL"	"S1"	"LabConvTra"	0	1	0	0	2	1	0	2	3	155.300558399335	158.969619472306	141.49087696569	5.07237233333333
