# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
2	"DEKAL"	"S1"	"LabCeroMin"	2	2	1	2	2	0	2	2	0	175.17624990331	40.040826654355	74.7794093331322	4.21974538095238
3	"OTRAS"	"S1"	"AgrCons"	0	0	4	2	1	1	3	1	0	96.9230898206122	8.36438784599304	47.621108579915	3.57499709523809
4	"OTRAS"	"S0"	"LabCeroMin"	2	1	1	1	1	0	3	0	1	34.5769582576025	171.022340796343	80.1424906589091	3.32196938095238
5	"CRIOLLO"	"S1"	"LabCeroMin"	0	0	2	1	2	1	1	0	1	55.501361673763	165.458263317249	109.602539415937	3.22093471428571
6	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
7	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
8	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
9	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
10	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
11	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
12	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
13	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
14	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
15	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
16	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
17	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
18	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
19	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
20	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
21	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
22	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
23	"P4082W"	"S1"	"LabCeroMin"	1	2	2	0	0	0	0	0	4	170.762561193304	88.7939949898142	63.6215399717912	4.42761804761905
24	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	0	0	0	0	4	170.762561193304	144.077570183496	63.6215399717912	4.43404471428571
25	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	0	0	0	0	4	170.762561193304	144.077570183496	63.6215399717912	4.43404471428571
26	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	1	0	3	1	4	170.762561193304	144.077570183496	63.6215399717912	4.43587138095238
27	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	1	0	3	1	4	170.762561193304	144.077570183496	63.6215399717912	4.43587138095238
28	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	1	0	3	1	4	170.762561193304	144.077570183496	63.6215399717912	4.43587138095238
29	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	1	0	3	1	4	170.762561193304	144.077570183496	63.6215399717912	4.43587138095238
30	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	1	0	3	1	4	170.762561193304	144.077570183496	63.6215399717912	4.43587138095238
