# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
2	"DEKAL"	"S1"	"AgrCons"	4	1	2	1	0	1	1	0	2	64.4452733641118	78.1277168876026	122.39569000667	5.183321
3	"P4082W"	"S0"	"AgrCons"	3	2	1	2	3	2	0	3	0	197.689947597971	4.76417270307429	106.019498838577	4.99896166666667
4	"CRIOLLO"	"S0"	"AgrCons"	4	0	3	0	1	1	0	1	3	156.157422717176	164.579335899642	112.472705938853	4.32636733333333
5	"CRIOLLO"	"S1"	"AgrCons"	0	1	4	2	2	1	1	0	0	224.592082922729	38.8690053863777	122.412028012332	4.28920166666666
6	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
7	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
8	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
9	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
10	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
11	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
12	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
13	"OTRAS"	"S1"	"LabCeroMin"	2	2	1	2	2	2	0	0	3	93.6961056992784	139.113361287112	82.8641381696798	5.37910700000001
14	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	0	0	4	50.649965605475	4.76417270307429	82.8641381696798	5.38256733333334
15	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	0	0	4	50.649965605475	4.76417270307429	82.8641381696798	5.38256733333334
16	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	0	0	4	50.649965605475	4.76417270307429	82.8641381696798	5.38256733333334
17	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
18	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
19	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
20	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
21	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
22	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
23	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
24	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
25	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
26	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
27	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
28	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
29	"OTRAS"	"S0"	"AgrCons"	2	2	0	2	2	2	2	0	4	5.01730591089465	23.954903971334	82.8641381696798	5.64508733333334
30	"OTRAS"	"S0"	"AgrCons"	1	2	0	2	2	2	2	0	3	5.01730591089465	23.954903971334	68.8329206197523	5.64904733333334
