# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"LabConvTra"	2	1	1	2	2	2	0	2	1	203.201308699725	152.136577650523	98.6624780693091	4.33373180952381
2	"P4082W"	"S0"	"AgrCons"	4	1	2	2	2	2	3	0	3	84.2932097885944	7.15617536175065	81.7535366630182	4.25013071428572
3	"OTRAS"	"S0"	"LabCeroMin"	2	0	0	0	1	0	3	2	0	178.003339371383	4.85787368704099	9.72046219976619	3.33141919047618
4	"CRIOLLO"	"S0"	"LabCeroMin"	4	0	3	1	3	0	1	1	1	205.45296741263	64.0852202011971	78.4910167800263	3.03500938095238
5	"CRIOLLO"	"S0"	"LabCeroMin"	3	1	0	0	3	0	1	0	0	198.93302407573	81.6823902469827	111.984392988961	2.89845371428571
6	"P4082W"	"S1"	"LabConvTra"	2	1	1	2	2	2	0	2	1	203.201308699725	152.136577650523	98.6624780693091	4.33373180952381
7	"P4082W"	"S1"	"LabConvTra"	2	1	1	2	2	2	0	2	1	203.201308699725	152.136577650523	98.6624780693091	4.33373180952381
8	"P4082W"	"S1"	"LabConvTra"	2	1	1	2	2	2	0	2	1	203.201308699725	152.136577650523	98.6624780693091	4.33373180952381
9	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
10	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
11	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
12	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
13	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
14	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
15	"P4082W"	"S1"	"LabConvTra"	2	2	3	2	2	2	0	1	1	203.201308699725	152.136577650523	77.5317466584966	4.33527547619048
16	"DEKAL"	"S1"	"LabConvTra"	2	2	3	2	3	2	3	1	1	208.745368611524	152.136577650523	98.6624780693091	4.35342404761905
17	"DEKAL"	"S1"	"LabConvTra"	2	2	3	2	3	2	3	1	1	208.745368611524	152.136577650523	98.6624780693091	4.35342404761905
18	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	203.201308699725	152.136577650523	98.6624780693091	4.38228880952381
19	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	203.201308699725	152.136577650523	98.6624780693091	4.38228880952381
20	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	203.201308699725	152.136577650523	98.6624780693091	4.38228880952381
21	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	203.201308699725	152.136577650523	98.6624780693091	4.38228880952381
22	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
23	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
24	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
25	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
26	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
27	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
28	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
29	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
30	"P4082W"	"S1"	"LabConvTra"	2	1	3	2	2	2	0	1	2	111.538291995358	152.136577650523	77.5317466584966	4.43165104761905
