# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S0"	"LabCeroMin"	0	0	0	1	2	0	3	1	4	128.083796423143	109.753167382609	20.0475535006262	4.48712533333333
2	"OTRAS"	"S1"	"LabConvTra"	4	2	4	1	3	0	0	2	1	243.263215839872	135.334915969418	98.4338364796713	4.20055504761905
3	"OTRAS"	"S0"	"LabCeroMin"	0	0	2	2	1	0	1	2	0	18.6049517506082	104.149466041313	29.1180985048413	3.48602419047619
4	"CRIOLLO"	"S1"	"LabCeroMin"	2	1	1	0	0	0	1	1	4	143.632273994852	152.484318945385	47.3098264192231	3.12326752380952
5	"CRIOLLO"	"S0"	"AgrCons"	0	0	3	2	2	1	2	0	4	174.395568481525	130.966711459341	12.3776380321942	2.97608980952381
6	"DEKAL"	"S0"	"LabCeroMin"	0	0	0	1	2	0	3	1	4	128.083796423143	109.753167382609	20.0475535006262	4.48712533333333
7	"DEKAL"	"S0"	"LabCeroMin"	0	0	0	1	2	0	3	1	4	128.083796423143	109.753167382609	20.0475535006262	4.48712533333333
8	"DEKAL"	"S0"	"LabCeroMin"	0	0	0	1	2	0	3	1	4	128.083796423143	109.753167382609	20.0475535006262	4.48712533333333
9	"DEKAL"	"S1"	"LabCeroMin"	0	0	0	1	3	0	3	1	1	128.083796423143	109.753167382609	20.0475535006262	4.49532466666667
10	"DEKAL"	"S1"	"LabCeroMin"	0	0	1	1	1	0	3	1	2	154.298181328457	109.753167382609	20.0475535006262	4.64030566666666
11	"DEKAL"	"S1"	"LabCeroMin"	0	0	1	1	1	0	3	1	2	154.298181328457	109.753167382609	20.0475535006262	4.64030566666666
12	"DEKAL"	"S1"	"LabConvTra"	0	0	1	1	1	0	1	3	2	154.298181328457	109.753167382609	20.0475535006262	4.69157619047619
13	"DEKAL"	"S1"	"LabConvTra"	0	0	1	1	1	0	1	3	2	154.298181328457	109.753167382609	20.0475535006262	4.69157619047619
14	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
15	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
16	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
17	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
18	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
19	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
20	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
21	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	3	0	1	1	4	128.083796423143	109.753167382609	42.4444748670794	4.69808171428571
22	"DEKAL"	"S1"	"LabCeroMin"	0	0	1	1	2	0	1	3	4	154.298181328457	109.753167382609	20.0475535006262	4.77128119047619
23	"DEKAL"	"S1"	"LabCeroMin"	0	0	1	1	2	0	1	3	4	154.298181328457	109.753167382609	20.0475535006262	4.77128119047619
24	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
25	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
26	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
27	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
28	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
29	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
30	"DEKAL"	"S1"	"LabConvTra"	0	0	0	1	2	0	0	3	4	154.298181328457	109.753167382609	42.4444748670794	4.8574029047619
