# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"LabCeroMin"	0	1	3	2	0	1	0	0	4	165.444321147865	41.4705258570751	22.0480815391056	5.19485642857143
2	"OTRAS"	"S0"	"LabConvTra"	1	1	4	0	0	2	0	0	4	141.873339110119	112.027540932735	17.9060999304056	4.45218766666666
3	"CRIOLLO"	"S0"	"AgrCons"	4	1	0	1	2	2	1	2	1	90.0689924916439	171.058625682183	60.0637625204399	4.19959566666667
4	"CRIOLLO"	"S1"	"LabConvTra"	0	2	0	0	2	2	1	2	3	209.217414513966	47.3373578963336	83.9259030064568	4.14274033333333
5	"CRIOLLO"	"S1"	"LabConvTra"	2	2	1	1	0	0	0	3	1	81.4827630616538	122.023234327408	5.3031918592751	4.07578
6	"DEKAL"	"S1"	"LabCeroMin"	0	1	3	2	0	1	0	0	4	165.444321147865	41.4705258570751	22.0480815391056	5.19485642857143
7	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
8	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
9	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
10	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
11	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
12	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
13	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
14	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
15	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
16	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
17	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
18	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.245865
19	"DEKAL"	"S1"	"LabCeroMin"	0	2	3	2	2	1	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.255065
20	"DEKAL"	"S1"	"LabCeroMin"	0	2	3	2	2	1	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.255065
21	"DEKAL"	"S1"	"LabCeroMin"	0	2	3	2	2	1	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.255065
22	"DEKAL"	"S1"	"LabCeroMin"	0	2	3	2	2	1	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.255065
23	"DEKAL"	"S1"	"LabCeroMin"	0	2	3	2	2	1	0	0	4	90.0689924916439	41.4705258570751	22.0480815391056	5.255065
24	"DEKAL"	"S1"	"LabCeroMin"	0	0	4	2	2	1	0	3	1	247.540692939498	41.4705258570751	113.922465441283	5.2859260952381
25	"DEKAL"	"S1"	"LabCeroMin"	0	0	4	2	2	1	0	3	1	247.540692939498	41.4705258570751	113.922465441283	5.2859260952381
26	"DEKAL"	"S1"	"LabCeroMin"	0	0	4	2	2	1	0	3	1	247.540692939498	41.4705258570751	113.922465441283	5.2859260952381
27	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	165.444321147865	41.4705258570751	113.922465441283	5.3592040952381
28	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	165.444321147865	41.4705258570751	113.922465441283	5.3592040952381
29	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	165.444321147865	41.4705258570751	113.922465441283	5.3592040952381
30	"DEKAL"	"S1"	"LabCeroMin"	0	2	4	2	2	2	0	0	4	165.444321147865	41.4705258570751	113.922465441283	5.3592040952381
