# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S0"	"LabCeroMin"	2	0	1	0	3	1	1	0	4	163.329459892092	0.12951025723014	85.1172410300933	5.854492
2	"P4082W"	"S1"	"LabCeroMin"	1	0	1	2	2	1	3	3	1	182.831473679766	16.159872257798	10.3927972493693	5.01946066666667
3	"CRIOLLO"	"S0"	"AgrCons"	1	1	3	2	3	1	3	0	2	4.76458255367354	25.5294575749896	129.568675754126	4.12900214285714
4	"CRIOLLO"	"S0"	"LabCeroMin"	2	0	0	1	2	0	2	2	1	151.611463477984	160.574826790909	60.0060096010566	3.98452933333333
5	"OTRAS"	"S0"	"LabConvTra"	3	2	1	1	0	0	3	3	0	66.9801133922488	103.802089606542	84.8639271687716	3.96926966666667
6	"P4082W"	"S1"	"LabCeroMin"	3	0	3	2	3	0	3	1	4	182.831473679766	0.12951025723014	23.2640984002501	5.86280066666667
7	"P4082W"	"S1"	"LabCeroMin"	3	0	3	2	3	0	3	1	4	182.831473679766	0.12951025723014	23.2640984002501	5.86280066666667
8	"P4082W"	"S1"	"LabCeroMin"	3	0	3	2	3	1	3	1	3	182.831473679766	0.12951025723014	129.568675754126	5.893947
9	"P4082W"	"S1"	"LabCeroMin"	3	0	3	2	3	1	3	1	3	182.831473679766	0.12951025723014	129.568675754126	5.893947
10	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	3	3	3	182.831473679766	0.12951025723014	23.2640984002501	5.988119
11	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	3	3	3	182.831473679766	0.12951025723014	23.2640984002501	5.988119
12	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	3	3	3	182.831473679766	0.12951025723014	23.2640984002501	5.988119
13	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	3	3	3	182.831473679766	0.12951025723014	23.2640984002501	5.988119
14	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	3	3	3	182.831473679766	0.12951025723014	23.2640984002501	5.988119
15	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
16	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
17	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
18	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
19	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
20	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
21	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
22	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
23	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
24	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
25	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
26	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
27	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
28	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
29	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
30	"P4082W"	"S1"	"LabCeroMin"	1	0	3	0	2	1	3	3	3	182.831473679766	49.2000107526826	23.2640984002501	6.06876033333333
