# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"LabCeroMin"	1	1	4	1	3	1	0	0	4	109.896788311396	136.579460856537	63.0513744545169	5.507613
2	"DEKAL"	"S1"	"LabConvTra"	4	0	1	1	3	1	1	0	2	88.431413143659	108.236837144103	42.5886788056232	5.46314466666666
3	"OTRAS"	"S0"	"AgrCons"	4	0	3	2	3	2	1	2	4	33.3529296412319	85.1805789547227	38.7157125282101	5.35789933333333
4	"OTRAS"	"S0"	"LabCeroMin"	0	0	4	1	0	1	2	3	2	248.44972226439	19.7280505058262	91.6216409183107	5.00314033333333
5	"CRIOLLO"	"S0"	"LabCeroMin"	4	1	0	0	0	0	3	3	3	60.7063874240126	151.977365506506	121.105677459855	4.57864576190476
6	"P4082W"	"S1"	"LabCeroMin"	1	1	4	1	3	1	0	0	4	109.896788311396	136.579460856537	63.0513744545169	5.507613
7	"P4082W"	"S1"	"LabConvTra"	1	0	4	1	3	1	1	3	4	71.1562206076365	8.13490592373069	140.626449405681	5.58768033333333
8	"P4082W"	"S1"	"LabConvTra"	1	0	4	1	3	1	1	3	4	71.1562206076365	8.13490592373069	140.626449405681	5.58768033333333
9	"P4082W"	"S1"	"LabConvTra"	1	0	4	1	3	1	1	3	4	71.1562206076365	8.13490592373069	140.626449405681	5.58768033333333
10	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.61146033333333
11	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.61146033333333
12	"P4082W"	"S1"	"LabCeroMin"	1	0	3	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.61146033333333
13	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
14	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
15	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
16	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
17	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
18	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
19	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
20	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
21	"DEKAL"	"S0"	"LabCeroMin"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.652068
22	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
23	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
24	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
25	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
26	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
27	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
28	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
29	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
30	"DEKAL"	"S1"	"LabConvTra"	0	0	4	1	3	1	0	3	4	41.6290395954531	8.13490592373069	140.626449405681	5.71424433333333
