# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S0"	"LabConvTra"	4	1	0	1	3	0	2	0	1	169.083030890068	152.221604524003	41.6027498315088	4.51458066666667
2	"OTRAS"	"S1"	"LabConvTra"	0	1	1	2	2	1	0	2	4	13.6209095060267	99.1904265322303	35.6216929270886	4.43733880952381
3	"OTRAS"	"S0"	"LabConvTra"	3	1	2	2	0	0	1	2	4	159.626213434432	9.10638752453029	80.1855701487511	4.19038447619048
4	"CRIOLLO"	"S1"	"LabCeroMin"	0	1	4	2	0	2	2	0	3	188.063526564259	5.51510039870162	6.94796374300495	3.91941766666667
5	"CRIOLLO"	"S1"	"LabConvTra"	3	1	4	0	2	1	0	1	0	62.5164744070452	87.7996658549178	40.615429810714	3.83600033333333
6	"DEKAL"	"S0"	"LabConvTra"	4	1	0	1	3	0	2	0	1	169.083030890068	152.221604524003	41.6027498315088	4.51458066666667
7	"DEKAL"	"S0"	"LabConvTra"	4	1	0	1	3	0	2	0	1	169.083030890068	152.221604524003	41.6027498315088	4.51458066666667
8	"DEKAL"	"S0"	"LabConvTra"	1	1	0	1	2	0	2	0	4	169.083030890068	152.221604524003	41.6027498315088	4.98545633333334
9	"DEKAL"	"S0"	"LabConvTra"	1	1	0	1	2	0	2	0	4	169.083030890068	152.221604524003	41.6027498315088	4.98545633333334
10	"DEKAL"	"S0"	"LabConvTra"	1	1	0	1	2	0	2	0	4	169.083030890068	152.221604524003	41.6027498315088	4.98545633333334
11	"DEKAL"	"S0"	"LabConvTra"	1	1	0	1	2	0	2	0	4	169.083030890068	152.221604524003	41.6027498315088	4.98545633333334
12	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
13	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
14	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
15	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
16	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
17	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
18	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
19	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
20	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
21	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
22	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
23	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
24	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
25	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
26	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
27	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
28	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
29	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
30	"DEKAL"	"S1"	"LabConvTra"	0	1	4	1	2	0	0	0	4	169.083030890068	152.221604524003	137.776723410934	5.36379666666666
