# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"LabConvTra"	0	2	1	0	3	2	2	2	4	149.514370312691	32.866458377908	99.8747772770002	4.763128
2	"P4082W"	"S1"	"LabConvTra"	0	2	1	0	1	1	3	3	1	242.891321489196	9.77078070586547	96.4489469421096	4.45176366666666
3	"OTRAS"	"S1"	"LabConvTra"	4	0	0	0	1	1	1	2	3	234.659906701129	139.495040600551	33.8983445079066	4.34851614285714
4	"DEKAL"	"S1"	"LabConvTra"	4	1	2	0	2	1	3	0	0	102.442563685263	149.384057523506	94.7038519894704	4.32253133333333
5	"CRIOLLO"	"S0"	"LabCeroMin"	2	0	4	2	0	2	2	3	2	61.2561802493781	142.83809337832	23.2549462351017	3.90768180952381
6	"DEKAL"	"S1"	"LabConvTra"	0	2	1	0	3	2	2	2	4	149.514370312691	32.866458377908	99.8747772770002	4.763128
7	"DEKAL"	"S1"	"LabConvTra"	4	1	2	0	2	2	2	3	4	149.514370312691	89.1868791180663	33.8983445079066	4.82872133333333
8	"DEKAL"	"S1"	"LabConvTra"	4	1	2	0	2	2	2	3	4	149.514370312691	89.1868791180663	33.8983445079066	4.82872133333333
9	"P4082W"	"S1"	"LabCeroMin"	4	1	2	0	2	1	1	3	4	242.891321489196	139.495040600551	96.4489469421096	4.85859633333333
10	"P4082W"	"S1"	"LabCeroMin"	4	1	2	0	2	1	1	3	4	242.891321489196	139.495040600551	96.4489469421096	4.85859633333333
11	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
12	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
13	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
14	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
15	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
16	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
17	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
18	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
19	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
20	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
21	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
22	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
23	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
24	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
25	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
26	"DEKAL"	"S1"	"LabCeroMin"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87195466666666
27	"P4082W"	"S1"	"LabCeroMin"	4	1	2	1	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87858366666667
28	"P4082W"	"S1"	"LabCeroMin"	4	1	2	1	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87858366666667
29	"P4082W"	"S1"	"LabCeroMin"	4	1	2	1	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.87858366666667
30	"P4082W"	"S1"	"AgrCons"	4	1	2	0	3	1	2	3	4	242.891321489196	139.495040600551	96.4489469421096	4.88474133333333
